新中西街  2室1厅  58平米  东 西,朝阳门外租房/中楼层(共7层)/1990年建板楼,6000元/月,https://bj.lianjia.com/xiaoqu/1111027381477/
海晟名苑  2室1厅  119平米  东,工体租房/中楼层(共22层)/2003年建板塔结合,18000元/月,https://bj.lianjia.com/xiaoqu/1111027375280/
丽水湾畔家园  3室1厅  146平米  西南,广渠门租房/中楼层(共21层)/2002年建塔楼,13000元/月,https://bj.lianjia.com/xiaoqu/1111027378078/
新景家园东区  2室1厅  101平米  南 北,崇文门租房/低楼层(共15层)/2008年建板塔结合,12000元/月,https://bj.lianjia.com/xiaoqu/1111027380930/
和平里二区  2室1厅  87平米  东北,和平里租房/高楼层(共21层)/2006年建塔楼,8500元/月,https://bj.lianjia.com/xiaoqu/1111027375199/
西水井胡同  2室1厅  74平米  东 西,朝阳门内租房/中楼层(共16层)/2003年建板塔结合,8200元/月,https://bj.lianjia.com/xiaoqu/1111027381160/
广渠家园  2室1厅  68平米  西,广渠门租房/高楼层(共28层)/2009年建塔楼,6500元/月,https://bj.lianjia.com/xiaoqu/1111027374680/
朝内大街201号院  3室1厅  65平米  南 北,东四租房/低楼层(共3层)/1999年建板塔结合,9000元/月,https://bj.lianjia.com/xiaoqu/1111027376498/
民旺园  2室1厅  50平米  南,和平里租房/中楼层(共4层)/1992年建板楼,6200元/月,https://bj.lianjia.com/xiaoqu/1111027378417/
海晟名苑  3室1厅  148平米  东 西,工体租房/中楼层(共22层)/2004年建板塔结合,20000元/月,https://bj.lianjia.com/xiaoqu/1111027375280/
豆瓣胡同  2室1厅  71平米  南 北,朝阳门内租房/中楼层(共21层)/2003年建板楼,10000元/月,https://bj.lianjia.com/xiaoqu/1111027376748/
和平里七区  3室1厅  72平米  南 北,和平里租房/高楼层(共5层)/1986年建板楼,7500元/月,https://bj.lianjia.com/xiaoqu/1111027375203/
新景家园东区  1室1厅  60平米  南,崇文门租房/中楼层(共17层)/2005年建板塔结合,6800元/月,https://bj.lianjia.com/xiaoqu/1111027380930/
青年沟  2室1厅  64平米  南 北,和平里租房/高楼层(共6层)/1996年建板楼,6500元/月,https://bj.lianjia.com/xiaoqu/1111027378881/
民旺园  3室1厅  60平米  南 北,和平里租房/高楼层(共6层)/1990年建板楼,5500元/月,https://bj.lianjia.com/xiaoqu/1111027378417/
民安小区东直门内北小街  3室1厅  118平米  东 西 北,东直门租房/低楼层(共16层)/2003年建板楼,14000元/月,https://bj.lianjia.com/xiaoqu/1111027374075/
和平里三区  1室1厅  40平米  西南,和平里租房/低楼层(共6层)/1996年建板楼,5100元/月,https://bj.lianjia.com/xiaoqu/1111027375204/
城市亮点  2室1厅  84平米  南,永定门租房/低楼层(共12层)/2003年建板塔结合,6500元/月,https://bj.lianjia.com/xiaoqu/1111027376551/
小黄庄一区  2室1厅  67平米  南 北,安贞租房/高楼层(共21层)/1990年建板塔结合,6600元/月,https://bj.lianjia.com/xiaoqu/1111027380911/
国瑞城中区  1室1厅  56平米  北,崇文门租房/低楼层(共16层)/2006年建板楼,6500元/月,https://bj.lianjia.com/xiaoqu/1111027374691/
巷上嘉园  2室1厅  62平米  北,安定门租房/低楼层(共24层)/2005年建板塔结合,10800元/月,https://bj.lianjia.com/xiaoqu/1111027381164/
本家润园三期  1室1厅  50平米  北,东花市租房/中楼层(共18层)/2005年建板塔结合,5300元/月,https://bj.lianjia.com/xiaoqu/1111043315856/
安外花园  2室1厅  56平米  南 北,和平里租房/高楼层(共5层)/1980年建板楼,5800元/月,https://bj.lianjia.com/xiaoqu/1111027375663/
本家润园三期  1室1厅  50平米  北,东花市租房/中楼层(共18层)/2005年建板塔结合,5300元/月,https://bj.lianjia.com/xiaoqu/1111043315856/
禾风仕家  3室1厅  158平米  东,金宝街租房/中楼层(共10层)/2008年建板塔结合,25000元/月,https://bj.lianjia.com/xiaoqu/1111027374962/
东环居苑  1室1厅  60平米  南,广渠门租房/高楼层(共22层)/2004年建塔楼,5500元/月,https://bj.lianjia.com/xiaoqu/1111027376918/
怡龙别墅  3室2厅  235平米  东 南 西,左安门租房/中楼层(共4层)/1996年建,18000元/月,https://bj.lianjia.com/xiaoqu/1111027381846/
湖景苑  2室1厅  80平米  东 西,安定门租房/低楼层(共10层)/2003年建板塔结合,8500元/月,https://bj.lianjia.com/xiaoqu/1111027375108/
海运仓小区  3室1厅  82平米  南 北,东直门租房/中楼层(共7层)/2002年建板楼,11500元/月,https://bj.lianjia.com/xiaoqu/1111027375430/
大方家胡同  2室1厅  76平米  南 北,朝阳门内租房/中楼层(共16层)/2003年建板塔结合,8800元/月,https://bj.lianjia.com/xiaoqu/1111027376836/
花市枣苑二期  1室1厅  75平米  北,东花市租房/中楼层(共19层)/2004年建塔楼,9000元/月,https://bj.lianjia.com/xiaoqu/1111043316665/
建予园  2室1厅  71平米  西南,西罗园租房/中楼层(共16层)/1999年建塔楼,6000元/月,https://bj.lianjia.com/xiaoqu/1111027377548/
安外大街  1室1厅  46平米  东,安贞租房/高楼层(共16层)/1994年建板楼,4850元/月,https://bj.lianjia.com/xiaoqu/1111027375657/
安德路47号院  1室1厅  37平米  西,安定门租房/中楼层(共6层)/1990年建板楼,4200元/月,https://bj.lianjia.com/xiaoqu/1111027375572/
和平里三区  1室1厅  40平米  西南,和平里租房/中楼层(共6层)/1996年建板楼,5100元/月,https://bj.lianjia.com/xiaoqu/1111027375204/
鸿安国际大厦  4室2厅  235平米  南 北,金宝街租房/高楼层(共13层)/2004年建板塔结合,31000元/月,https://bj.lianjia.com/xiaoqu/1111027374862/
绿景馨园  2室1厅  70平米  南 北,广渠门租房/中楼层(共6层)/2004年建板楼,7000元/月,https://bj.lianjia.com/xiaoqu/1111027377932/
冠城名敦道  2室2厅  129平米  南 北,广渠门租房/高楼层(共17层)/2009年建板楼,14500元/月,https://bj.lianjia.com/xiaoqu/1111027374519/
万国城MOMA  1室1厅  85平米  南,东直门租房/未知楼层(共26层)/2002年建板塔结合,14000元/月,https://bj.lianjia.com/xiaoqu/1111027380242/
和平里一区  1室1厅  37平米  南 北,和平里租房/低楼层(共11层)/1990年建板塔结合,4800元/月,https://bj.lianjia.com/xiaoqu/1111027375208/
安德路47号院  2室1厅  54平米  东 西,安定门租房/低楼层(共6层)/1985年建板楼,6200元/月,https://bj.lianjia.com/xiaoqu/1111027375572/
安外花园  1室1厅  42平米  南,和平里租房/低楼层(共6层)/1990年建板楼,5500元/月,https://bj.lianjia.com/xiaoqu/1111027375663/
东方银座  2室1厅  107平米  南,东直门租房/中楼层(共25层)/2003年建塔楼,17000元/月,https://bj.lianjia.com/xiaoqu/1111027376862/
安化南里  2室1厅  80平米  东南,广渠门租房/高楼层(共16层)/2007年建塔楼,7500元/月,https://bj.lianjia.com/xiaoqu/1111027375607/
十字坡西里  2室1厅  52平米  南,东直门租房/高楼层(共5层)/1981年建板楼,7850元/月,https://bj.lianjia.com/xiaoqu/1111027379727/
太华公寓  1室1厅  90平米  西,崇文门租房/中楼层(共18层)/2000年建塔楼,11500元/月,https://bj.lianjia.com/xiaoqu/1111027379822/
朝阳门南小街  1室1厅  55平米  南,朝阳门内租房/中楼层(共16层)/2004年建板塔结合,6500元/月,https://bj.lianjia.com/xiaoqu/1111027376670/
和平里六区  2室1厅  65平米  东 西 北,和平里租房/中楼层(共18层)/1993年建塔楼,7100元/月,https://bj.lianjia.com/xiaoqu/1111027375202/
万国城MOMA  2室2厅  145平米  西北,东直门租房/中楼层(共31层)/2006年建塔楼,23000元/月,https://bj.lianjia.com/xiaoqu/1111027380242/
前门东大街  2室1厅  49平米  西,崇文门租房/中楼层(共12层)/1979年建板塔结合,6000元/月,https://bj.lianjia.com/xiaoqu/1111027378868/
官书院  3室2厅  110平米  东 西,安定门租房/中楼层(共6层)/2002年建板楼,15500元/月,https://bj.lianjia.com/xiaoqu/1111027374707/
交道口北三条  3室1厅  71平米  南 北,交道口租房/高楼层(共6层)/1990年建板楼,8300元/月,https://bj.lianjia.com/xiaoqu/1111027377074/
万国城MOMA  3室2厅  163平米  南 北,东直门租房/低楼层(共26层)/2002年建板塔结合,24000元/月,https://bj.lianjia.com/xiaoqu/1111027380242/
左安漪园  3室1厅  133平米  南 北,左安门租房/高楼层(共10层)/2004年建板楼,14000元/月,https://bj.lianjia.com/xiaoqu/1111027382286/
左安浦园  3室1厅  115平米  南 北,左安门租房/高楼层(共16层)/2004年建板塔结合,8800元/月,https://bj.lianjia.com/xiaoqu/1111027382283/
绿景苑  2室1厅  56平米  南 北,广渠门租房/中楼层(共12层)/2002年建板塔结合,5600元/月,https://bj.lianjia.com/xiaoqu/1111027377935/
东方财富  3室1厅  130平米  东南,广渠门租房/中楼层(共15层)/2006年建板塔结合,13000元/月,https://bj.lianjia.com/xiaoqu/1111027376828/
万国城MOMA  2室2厅  147平米  东北,东直门租房/未知楼层(共22层)/2006年建塔楼,21000元/月,https://bj.lianjia.com/xiaoqu/1111027380242/
沙子口路70号  1室1厅  36平米  西南,永定门租房/低楼层(共20层)/1989年建塔楼,4000元/月,https://bj.lianjia.com/xiaoqu/1111027379719/
西营房  1室2厅  36平米  北,安定门租房/中楼层(共17层)/2006年建塔楼,4800元/月,https://bj.lianjia.com/xiaoqu/1111027381347/
新裕家园  1室0厅  36平米  北,崇文门租房/中楼层(共13层)/2007年建板塔结合,5500元/月,https://bj.lianjia.com/xiaoqu/1111027381367/
板厂新里  2室1厅  59平米  南,广渠门租房/中楼层(共18层)/1991年建塔楼,5300元/月,https://bj.lianjia.com/xiaoqu/1111027375737/
贡院头条  2室1厅  51平米  南,建国门内租房/中楼层(共6层)/1985年建板楼,6800元/月,https://bj.lianjia.com/xiaoqu/1111027374825/
南竹杆胡同  2室1厅  88平米  南 北,朝阳门内租房/低楼层(共16层)/2003年建板塔结合,11000元/月,https://bj.lianjia.com/xiaoqu/1111027378679/
幸福家园三期  1室1厅  69平米  东,广渠门租房/中楼层(共8层)/2005年建板塔结合,7500元/月,https://bj.lianjia.com/xiaoqu/1111043314469/
左安门内大街  1室1厅  49平米  西 北,左安门租房/高楼层(共6层)/1981年建板楼,4500元/月,https://bj.lianjia.com/xiaoqu/1111027382282/
安外大街  1室1厅  46平米  东,安贞租房/高楼层(共16层)/1994年建塔楼,4900元/月,https://bj.lianjia.com/xiaoqu/1111027375657/
南水关  2室1厅  44平米  南,广渠门租房/中楼层(共5层)/1975年建板楼,5300元/月,https://bj.lianjia.com/xiaoqu/1111027378578/
幸福北里  2室1厅  58平米  东 西,广渠门租房/中楼层(共6层)/1985年建板楼,5800元/月,https://bj.lianjia.com/xiaoqu/1111027380696/
华冠丽景  3室2厅  152平米  南 北,东直门租房/中楼层(共8层)/2003年建板楼,25000元/月,https://bj.lianjia.com/xiaoqu/1111027374993/
新景家园东区  1室1厅  59平米  南 北,崇文门租房/低楼层(共13层)/2005年建板塔结合,7000元/月,https://bj.lianjia.com/xiaoqu/1111027380930/
民安小区东羊管胡同  3室2厅  109平米  南 北,东直门租房/高楼层(共6层)/2002年建板楼,14000元/月,https://bj.lianjia.com/xiaoqu/1111027374021/
海运仓小区  2室1厅  64平米  东 西,东直门租房/中楼层(共8层)/2002年建板楼,8000元/月,https://bj.lianjia.com/xiaoqu/1111027375430/
中国强胡同  2室1厅  53平米  东南 西,东花市租房/高楼层(共5层)/1981年建板楼,8000元/月,https://bj.lianjia.com/xiaoqu/1111027382438/
幸福家园一期  3室2厅  118平米  南 北,广渠门租房/低楼层(共14层)/2002年建板塔结合,14000元/月,https://bj.lianjia.com/xiaoqu/1111043313490/
十字坡西里  1室1厅  37平米  南,东直门租房/高楼层(共5层)/1983年建板楼,6300元/月,https://bj.lianjia.com/xiaoqu/1111027379727/
民安小区东直门北中街  2室1厅  56平米  东 西,东直门租房/高楼层(共6层)/1988年建板楼,6400元/月,https://bj.lianjia.com/xiaoqu/1111027374074/
北官厅胡同甲二号院  2室1厅  64平米  南 北,东直门租房/高楼层(共6层)/1993年建板楼,6800元/月,https://bj.lianjia.com/xiaoqu/1111027375829/
潘家坡胡同4号院  2室0厅  54平米  南 北,朝阳门外租房/中楼层(共6层)/1988年建板楼,7000元/月,https://bj.lianjia.com/xiaoqu/1111027378737/
新景家园东区  1室1厅  59平米  南,崇文门租房/低楼层(共18层)/2006年建板塔结合,7200元/月,https://bj.lianjia.com/xiaoqu/1111027380930/
东花市北里中区  2室1厅  94平米  南 北,东花市租房/中楼层(共6层)/1994年建板楼,10500元/月,https://bj.lianjia.com/xiaoqu/1111027373685/
兴隆都市馨园  1室0厅  35平米  南,崇文门租房/中楼层(共7层)/2004年建塔楼,5100元/月,https://bj.lianjia.com/xiaoqu/1111027381005/
法华南里  2室1厅  50平米  南 北,崇文门租房/高楼层(共6层)/1996年建板楼,6200元/月,https://bj.lianjia.com/xiaoqu/1111027374239/
安德路55号院  2室1厅  64平米  南 北,安定门租房/中楼层(共4层)/1977年建板楼,6000元/月,https://bj.lianjia.com/xiaoqu/1111027375573/
什锦花园胡同21号院  1室1厅  34平米  南,东四租房/中楼层(共5层)/1985年建板楼,5000元/月,https://bj.lianjia.com/xiaoqu/1111027379352/
兴隆都市馨园  1室0厅  35平米  南,崇文门租房/中楼层(共7层)/2004年建塔楼,5100元/月,https://bj.lianjia.com/xiaoqu/1111027381005/
崇文门东大街  1室1厅  40平米  南,崇文门租房/中楼层(共14层)/1980年建板楼,4800元/月,https://bj.lianjia.com/xiaoqu/1111027376599/
绿景苑  2室1厅  57平米  南 北,广渠门租房/中楼层(共12层)/2002年建板塔结合,6000元/月,https://bj.lianjia.com/xiaoqu/1111027377935/
金世纪嘉园  1室1厅  64平米  西,广渠门租房/低楼层(共22层)/2006年建塔楼,5800元/月,https://bj.lianjia.com/xiaoqu/1111027377351/
青年湖西里  2室1厅  57平米  南 北,安定门租房/中楼层(共5层)/1986年建板楼,6300元/月,https://bj.lianjia.com/xiaoqu/1111027378894/
北京上舍  4室2厅  201平米  南 北,广渠门租房/低楼层(共14层)/2008年建板楼,22000元/月,https://bj.lianjia.com/xiaoqu/1111027375933/
绿景苑  1室1厅  62平米  西,广渠门租房/低楼层(共18层)/2002年建塔楼,5600元/月,https://bj.lianjia.com/xiaoqu/1111027377935/
远洋德邑  2室1厅  106平米  东,广渠门租房/低楼层(共14层)/2002年建板塔结合,8800元/月,https://bj.lianjia.com/xiaoqu/1111027382190/
元嘉国际公寓  1室0厅  51平米  东,东直门租房/中楼层(共10层)/2003年建塔楼,7500元/月,https://bj.lianjia.com/xiaoqu/1111027381776/
仓南胡同14号院  2室1厅  70平米  南 北,朝阳门内租房/中楼层(共6层)/1993年建板楼,8300元/月,https://bj.lianjia.com/xiaoqu/1111027376504/
东花市北里西区  2室1厅  60平米  东 西,东花市租房/高楼层(共6层)/1995年建塔楼,7000元/月,https://bj.lianjia.com/xiaoqu/1111027373684/
天娇园  3室1厅  97平米  西,东花市租房/低楼层(共11层)/2008年建板塔结合,9500元/月,https://bj.lianjia.com/xiaoqu/1111027379888/
安德路55号院  1室1厅  37平米  东,安定门租房/高楼层(共6层)/1985年建板楼,4500元/月,https://bj.lianjia.com/xiaoqu/1111027375573/
安德路47号院  1室1厅  42平米  南,安定门租房/高楼层(共6层)/1990年建板楼,4500元/月,https://bj.lianjia.com/xiaoqu/1111027375572/
朗家胡同13号院  1室1厅  40平米  南 北,安定门租房/高楼层(共6层)/1990年建板楼,4500元/月,https://bj.lianjia.com/xiaoqu/1111027377922/
兴隆都市馨园  1室1厅  53平米  西,崇文门租房/中楼层(共6层)/2003年建板塔结合,5600元/月,https://bj.lianjia.com/xiaoqu/1111027381005/
花市枣苑一期  3室2厅  255平米  东南,东花市租房/高楼层(共18层)/2003年建塔楼,25000元/月,https://bj.lianjia.com/xiaoqu/1111043316306/
当代MOMA  1室1厅  86平米  西,东直门租房/高楼层(共21层)/2006年建塔楼,22000元/月,https://bj.lianjia.com/xiaoqu/1111027380239/
新裕家园  2室1厅  102平米  南 北,崇文门租房/低楼层(共17层)/2004年建板塔结合,11000元/月,https://bj.lianjia.com/xiaoqu/1111027381367/
幸福家园一期  2室1厅  88平米  北,广渠门租房/高楼层(共18层)/2002年建塔楼,9000元/月,https://bj.lianjia.com/xiaoqu/1111043313490/
安外大街3号院  2室1厅  55平米  南 北,安定门租房/中楼层(共6层)/1988年建板楼,7000元/月,https://bj.lianjia.com/xiaoqu/1111027375658/
水上华城  1室1厅  64平米  西,广渠门租房/高楼层(共23层)/2005年建板塔结合,6800元/月,https://bj.lianjia.com/xiaoqu/1111027379543/
安德里北街25号院  3室1厅  87平米  西南,安定门租房/高楼层(共17层)/1990年建塔楼,9500元/月,https://bj.lianjia.com/xiaoqu/1111027375577/
海晟国际公寓  1室1厅  68平米  东,工体租房/中楼层(共22层)/2007年建板塔结合,11500元/月,https://bj.lianjia.com/xiaoqu/1111027375265/
绿景苑  1室1厅  60平米  东 西,广渠门租房/中楼层(共14层)/2000年建板塔结合,5300元/月,https://bj.lianjia.com/xiaoqu/1111027377935/
东环居苑  1室1厅  57平米  南,广渠门租房/中楼层(共22层)/2004年建塔楼,5500元/月,https://bj.lianjia.com/xiaoqu/1111027376918/
国祥胡同4号院  2室1厅  44平米  南 北,安定门租房/低楼层(共5层)/1988年建板楼,5800元/月,https://bj.lianjia.com/xiaoqu/1111027374745/
广渠家园  2室1厅  71平米  东,广渠门租房/高楼层(共29层)/2009年建板塔结合,6200元/月,https://bj.lianjia.com/xiaoqu/1111027374680/
广渠门外南街  2室1厅  57平米  东 西,广渠门租房/中楼层(共6层)/1991年建板楼,5000元/月,https://bj.lianjia.com/xiaoqu/1111027374686/
广渠家园  2室2厅  71平米  西,广渠门租房/高楼层(共29层)/2009年建板塔结合,6500元/月,https://bj.lianjia.com/xiaoqu/1111027374680/
东方银座  1室1厅  77平米  南,东直门租房/中楼层(共26层)/2003年建塔楼,12000元/月,https://bj.lianjia.com/xiaoqu/1111027376862/
雅安国际公寓  2室1厅  131平米  西北,建国门内租房/中楼层(共18层)/2005年建塔楼,15000元/月,https://bj.lianjia.com/xiaoqu/1111027381489/
西革新里110号院  2室1厅  61平米  南 北,西罗园租房/高楼层(共6层)/1992年建板楼,4800元/月,https://bj.lianjia.com/xiaoqu/1111027380769/
天华公馆  1室0厅  37平米  东,崇文门租房/中楼层(共6层)/2009年建板楼,5500元/月,https://bj.lianjia.com/xiaoqu/1111027379821/
安外西河沿  1室1厅  38平米  东,安定门租房/中楼层(共11层)/1983年建板楼,5000元/月,https://bj.lianjia.com/xiaoqu/1111027380887/
培新街乙5号院  2室1厅  75平米  东 南,广渠门租房/低楼层(共16层)/1999年建板塔结合,7300元/月,https://bj.lianjia.com/xiaoqu/1111027378766/
悠胜美苑  2室1厅  86平米  南 北,西罗园租房/低楼层(共12层)/2011年建板塔结合,7300元/月,https://bj.lianjia.com/xiaoqu/1111027382035/
海晟国际公寓  1室1厅  70平米  东,工体租房/中楼层(共16层)/2007年建板塔结合,12000元/月,https://bj.lianjia.com/xiaoqu/1111027375265/
金鱼池西区  1室0厅  48平米  西,天坛租房/中楼层(共6层)/2000年建板塔结合,4900元/月,https://bj.lianjia.com/xiaoqu/1111027377501/
聚龙花园  5室1厅  297平米  南 北,工体租房/中楼层(共8层)/1994年建板塔结合,35000元/月,https://bj.lianjia.com/xiaoqu/1111027377234/
华普花园  2室1厅  142平米  东,东直门租房/中楼层(共22层)/2001年建塔楼,16000元/月,https://bj.lianjia.com/xiaoqu/1111027375180/
幸福南里  3室2厅  125平米  南 北,广渠门租房/高楼层(共4层)/1965年建板楼,9000元/月,https://bj.lianjia.com/xiaoqu/1111027380717/
海运仓小区  3室2厅  94平米  东 西,东直门租房/高楼层(共8层)/2003年建板楼,15000元/月,https://bj.lianjia.com/xiaoqu/1111027375430/
左安漪园  4室2厅  226平米  南 北,左安门租房/低楼层(共14层)/2004年建板楼,18000元/月,https://bj.lianjia.com/xiaoqu/1111027382286/
绿景苑  1室0厅  36平米  北,广渠门租房/高楼层(共12层)/2002年建板塔结合,4300元/月,https://bj.lianjia.com/xiaoqu/1111027377935/
海运仓小区  3室1厅  89平米  南 北,东直门租房/高楼层(共6层)/2003年建板楼,11500元/月,https://bj.lianjia.com/xiaoqu/1111027375430/
东环居苑  1室1厅  57平米  东南,广渠门租房/低楼层(共18层)/2004年建塔楼,5800元/月,https://bj.lianjia.com/xiaoqu/1111027376918/
东直门南大街  1室1厅  41平米  北,东直门租房/高楼层(共18层)/1990年建板塔结合,6000元/月,https://bj.lianjia.com/xiaoqu/1111027374081/
水上华城  1室1厅  66平米  西,广渠门租房/高楼层(共20层)/2004年建板塔结合,7000元/月,https://bj.lianjia.com/xiaoqu/1111027379543/
东环居苑  1室1厅  65平米  东南,广渠门租房/中楼层(共22层)/2004年建塔楼,5300元/月,https://bj.lianjia.com/xiaoqu/1111027376918/
中景濠庭  1室1厅  74平米  北,安定门租房/中楼层(共22层)/2001年建板塔结合,7800元/月,https://bj.lianjia.com/xiaoqu/1111027382512/
北官厅胡同  2室1厅  71平米  南,东直门租房/低楼层(共16层)/1993年建塔楼,8500元/月,https://bj.lianjia.com/xiaoqu/1111027375827/
永康胡同1号院  1室1厅  47平米  东 西,安定门租房/低楼层(共7层)/2002年建板楼,5900元/月,https://bj.lianjia.com/xiaoqu/1111027381841/
绿景苑  1室1厅  62平米  西,广渠门租房/低楼层(共18层)/2002年建塔楼,5500元/月,https://bj.lianjia.com/xiaoqu/1111027377935/
前门东小街  1室1厅  56平米  南 北,崇文门租房/低楼层(共10层)/1990年建板塔结合,5800元/月,https://bj.lianjia.com/xiaoqu/1111027378870/
广渠门内大街  2室1厅  63平米  南,广渠门租房/高楼层(共13层)/1985年建板塔结合,6500元/月,https://bj.lianjia.com/xiaoqu/1111027374682/
花梗胡同1号院  1室1厅  33平米  南,交道口租房/低楼层(共6层)/1985年建板楼,5500元/月,https://bj.lianjia.com/xiaoqu/1111027374989/
